LOKAALID	NAAM	BRONACTUAL	BRONBESCHR	BRONNAUWKE	BRONTYPE	BRONTYPE_C	EINDREGIST	FYSIEKVOOR	FYSIEKVO_1	HOOGTENIVE	MUTATIETYP	MUTATIET_1	OBJECTBEGI	OBJECTEIND	TDNCODE	TIJDSTIPRE	TYPELANDGE	TYPELAND_1	VISUALISAT	VOORKOMEN_	VOORKOMEN1	GEOMETRIE_	GEOMETRIE1
106091608	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	1502.997676	10120.182162
127956466	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	521.0	08/31/14	grasland	historic 1992	14130.0	NULL	NULL	335.692894	2774.37035
127956467	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	521.0	08/31/14	grasland	historic 1992	14130.0	NULL	NULL	338.44406	2747.160127
127956468	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	521.0	08/31/14	grasland	historic 1992	14130.0	NULL	NULL	196.032117	1457.510722
124820478	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/12	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	NULL	NULL	317.774141	2635.459929
106101126	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	949.571628	7102.117888
106092573	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	547.547691	4059.804968
106095060	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	521.0	08/31/12	grasland	historic 1992	14130.0	NULL	NULL	700.563913	9611.470872
106092034	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	812.435794	3835.269129
124820684	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/12	11/30/99	521.0	08/31/12	grasland	historic 1992	14130.0	NULL	NULL	193.331329	2243.94762
106101015	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	1041.624983	7117.276604
106097387	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	521.0	08/31/12	grasland	historic 1992	14130.0	abandoned crisis	NULL	572.52111	4113.09774
124820168	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/12	11/30/99	521.0	08/31/12	grasland	historic 1992	14130.0	abandoned crisis	NULL	406.671095	2635.66067
124820683	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/12	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	115.253003	707.904692
106101014	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	523.360859	4679.390744
106093846	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	447.651408	3180.583022
106097546	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	236.971308	2947.198106
127956441	NULL	01/01/14	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	526.0	08/30/15	overig	historic 1992	14160.0	NULL	NULL	718.443921	8441.969746
106103101	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	11/24/08	overig	historic 1992	14160.0	NULL	NULL	325.679611	3138.275942
106092612	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	1522.572483	7184.035141
124820108	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/12	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	NULL	NULL	786.253684	9522.410607
106092665	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	521.0	11/24/08	grasland	historic 1992	14130.0	NULL	NULL	244.246579	3429.274951
118547883	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	abandoned crisis	NULL	395.326489	4865.694087
106099052	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	1985.550127	15185.913629
106100823	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	1608.251408	8133.50533
106098788	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	NULL	NULL	246.196315	3670.50631
106099127	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	754.564229	7092.275611
106094027	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	243.862419	1935.647589
106091745	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	774.503855	5215.926112
106100688	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	680.611278	10213.11359
106099341	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	314.064383	3415.447841
106099209	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	281.821364	3578.744347
106093267	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	197.093159	2122.87859
106094162	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	707.84098	6470.45354
106092834	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	236.592465	3486.177722
106102351	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	131.045204	923.212357
106103203	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	606.717685	4711.845425
106102617	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	767.615974	9646.268704
106103295	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	340.906708	3036.213937
106103078	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	521.0	08/31/12	grasland	historic 1992	14130.0	NULL	NULL	124.039135	1013.657696
106096914	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	07/02/10	boomkwekerij	historic 1992	14050.0	NULL	NULL	188.478114	1329.39753
106092720	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	11/24/08	boomkwekerij	historic 1992	14050.0	NULL	NULL	785.078274	8994.639023
106102753	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	502.0	11/24/08	bos: loofbos	historic 1992	14080.0	NULL	NULL	149.753735	449.201595
117957141	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	1266.942998	10504.086211
106095609	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	07/02/10	overig	historic 1992	14160.0	NULL	NULL	108.414439	667.306452
118547488	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	526.0	07/02/10	overig	historic 1992	14160.0	abandoned crisis	NULL	309.218845	2863.594682
106098048	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	07/02/10	overig	historic 1992	14160.0	abandoned crisis	NULL	134.939273	1195.93145
106098627	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	11/24/08	boomkwekerij	historic 1992	14050.0	NULL	NULL	109.807197	751.004632
106098892	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	07/02/10	overig	historic 1992	14160.0	NULL	NULL	325.751295	4709.250319
106094056	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	11/24/08	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	380.655824	2434.227114
106096238	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	07/02/10	overig	historic 1992	14160.0	NULL	NULL	201.106633	1745.861407
106095989	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	07/02/10	boomkwekerij	historic 1992	14050.0	NULL	NULL	570.700698	4416.103555
106093554	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	521.0	08/31/14	grasland	historic 1992	14130.0	NULL	NULL	799.219053	2433.576501
118547616	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	526.0	07/02/10	overig	historic 1992	14160.0	abandoned crisis	NULL	149.67342	861.450721
106097800	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	521.0	11/24/08	grasland	historic 1992	14130.0	NULL	NULL	364.399521	1126.379646
106095600	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	11/24/08	overig	historic 1992	14160.0	abandoned crisis	NULL	103.627468	664.97267
106098739	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	502.0	11/24/08	bos: loofbos	historic 1992	14080.0	NULL	NULL	60.510296	265.490721
118546736	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	07/02/10	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	112.124474	774.570705
118547179	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	526.0	07/02/10	overig	historic 1992	14160.0	NULL	NULL	242.541449	1910.529919
118546495	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	07/02/10	boomkwekerij	historic 1992	14050.0	NULL	NULL	145.154281	1011.852181
106094795	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	485.383803	6182.523674
106101938	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	502.0	11/24/08	bos: loofbos	historic 1992	14080.0	NULL	NULL	161.28851	431.938953
106095539	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	11/24/08	overig	historic 1992	14160.0	NULL	NULL	117.897766	775.883214
106097925	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	11/24/08	boomkwekerij	historic 1992	14050.0	NULL	NULL	356.565175	2751.94557
118546963	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	526.0	07/02/10	overig	historic 1992	14160.0	abandoned crisis	NULL	156.745651	1329.112978
106101653	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	11/24/08	boomkwekerij	historic 1992	14050.0	NULL	NULL	350.271214	2217.941064
127811630	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	1154.106325	8036.39275
106094526	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	723.272936	8683.75559
106100033	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	1413.839754	16224.204835
118548399	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	1070.895408	7613.388382
127956195	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	NULL	NULL	336.268022	4881.026654
106097284	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	229.034228	956.778233
106099042	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	521.0	08/31/12	grasland	historic 1992	14130.0	NULL	NULL	510.599249	5015.660838
118547011	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	1701.587708	10104.405353
118608473	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	510.628775	3299.261994
118608431	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	436.159714	3928.066527
118546335	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	704.598615	8386.410235
124820307	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/12	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	436.380146	4080.198558
106095514	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	436.55487	3368.38408
106092792	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	890.83514	7882.43724
124820406	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/12	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	352.025872	3410.36376
127956215	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	NULL	NULL	756.663465	11555.667779
